dataset,ticker,window_offset,split
FinCastPrice_NVDA,NVDA,2064,train
FinCastPrice_NVDA,NVDA,2067,train
FinCastPrice_NVDA,NVDA,2070,train
FinCastPrice_NVDA,NVDA,2073,train
FinCastPrice_NVDA,NVDA,2076,train
FinCastPrice_NVDA,NVDA,2079,train
FinCastPrice_NVDA,NVDA,2082,train
FinCastPrice_NVDA,NVDA,2085,train
FinCastPrice_NVDA,NVDA,2091,train
FinCastPrice_NVDA,NVDA,2094,train
FinCastPrice_NVDA,NVDA,2097,train
FinCastPrice_NVDA,NVDA,2100,train
FinCastPrice_NVDA,NVDA,2103,train
FinCastPrice_NVDA,NVDA,2106,train
FinCastPrice_NVDA,NVDA,2109,train
FinCastPrice_NVDA,NVDA,2112,train
FinCastPrice_NVDA,NVDA,2115,train
FinCastPrice_NVDA,NVDA,2118,train
FinCastPrice_NVDA,NVDA,2121,train
FinCastPrice_NVDA,NVDA,2124,train
FinCastPrice_NVDA,NVDA,2127,train
FinCastPrice_NVDA,NVDA,2130,train
FinCastPrice_NVDA,NVDA,2133,train
FinCastPrice_NVDA,NVDA,2136,train
FinCastPrice_NVDA,NVDA,2139,train
FinCastPrice_NVDA,NVDA,2142,train
FinCastPrice_NVDA,NVDA,2145,train
FinCastPrice_NVDA,NVDA,2148,train
FinCastPrice_NVDA,NVDA,2151,train
FinCastPrice_NVDA,NVDA,2157,train
FinCastPrice_NVDA,NVDA,2160,train
FinCastPrice_NVDA,NVDA,2163,train
FinCastPrice_NVDA,NVDA,2169,train
FinCastPrice_NVDA,NVDA,2172,train
FinCastPrice_NVDA,NVDA,2175,train
FinCastPrice_NVDA,NVDA,2178,train
FinCastPrice_NVDA,NVDA,2181,train
FinCastPrice_NVDA,NVDA,2184,train
FinCastPrice_NVDA,NVDA,2187,train
FinCastPrice_NVDA,NVDA,2190,train
FinCastPrice_NVDA,NVDA,2196,train
FinCastPrice_NVDA,NVDA,2202,train
FinCastPrice_NVDA,NVDA,2205,train
FinCastPrice_NVDA,NVDA,2208,train
FinCastPrice_NVDA,NVDA,2211,train
FinCastPrice_NVDA,NVDA,2214,train
FinCastPrice_NVDA,NVDA,2217,train
FinCastPrice_NVDA,NVDA,2220,train
FinCastPrice_NVDA,NVDA,2223,train
FinCastPrice_NVDA,NVDA,2229,train
FinCastPrice_NVDA,NVDA,2232,train
FinCastPrice_NVDA,NVDA,2235,train
FinCastPrice_NVDA,NVDA,2241,train
FinCastPrice_NVDA,NVDA,2244,train
FinCastPrice_NVDA,NVDA,2247,train
FinCastPrice_NVDA,NVDA,2250,train
FinCastPrice_NVDA,NVDA,2253,train
FinCastPrice_NVDA,NVDA,2259,train
FinCastPrice_NVDA,NVDA,2262,train
FinCastPrice_NVDA,NVDA,2265,train
FinCastPrice_NVDA,NVDA,2268,train
FinCastPrice_NVDA,NVDA,2271,train
FinCastPrice_NVDA,NVDA,2274,train
FinCastPrice_NVDA,NVDA,2277,train
FinCastPrice_NVDA,NVDA,2283,train
FinCastPrice_NVDA,NVDA,2286,train
FinCastPrice_NVDA,NVDA,2289,train
FinCastPrice_NVDA,NVDA,2292,train
FinCastPrice_NVDA,NVDA,2295,train
FinCastPrice_NVDA,NVDA,2298,train
FinCastPrice_NVDA,NVDA,2301,train
FinCastPrice_NVDA,NVDA,2304,train
FinCastPrice_NVDA,NVDA,2307,train
FinCastPrice_NVDA,NVDA,2310,train
FinCastPrice_NVDA,NVDA,2313,train
FinCastPrice_NVDA,NVDA,2319,train
FinCastPrice_NVDA,NVDA,2322,train
FinCastPrice_NVDA,NVDA,2328,train
FinCastPrice_NVDA,NVDA,2334,train
FinCastPrice_NVDA,NVDA,2337,train
FinCastPrice_NVDA,NVDA,2340,train
FinCastPrice_NVDA,NVDA,2343,train
FinCastPrice_NVDA,NVDA,2346,train
FinCastPrice_NVDA,NVDA,2349,train
FinCastPrice_NVDA,NVDA,2355,train
FinCastPrice_NVDA,NVDA,2358,train
FinCastPrice_NVDA,NVDA,2361,train
FinCastPrice_NVDA,NVDA,2364,train
FinCastPrice_NVDA,NVDA,2367,train
FinCastPrice_NVDA,NVDA,2370,train
FinCastPrice_NVDA,NVDA,2373,train
FinCastPrice_NVDA,NVDA,2376,train
FinCastPrice_NVDA,NVDA,2379,train
FinCastPrice_NVDA,NVDA,2382,train
FinCastPrice_NVDA,NVDA,2385,train
FinCastPrice_NVDA,NVDA,2388,train
FinCastPrice_NVDA,NVDA,2391,train
FinCastPrice_NVDA,NVDA,2394,train
FinCastPrice_NVDA,NVDA,2397,train
FinCastPrice_NVDA,NVDA,2400,train
FinCastPrice_NVDA,NVDA,2403,train
FinCastPrice_NVDA,NVDA,2406,train
FinCastPrice_NVDA,NVDA,2409,train
FinCastPrice_NVDA,NVDA,2412,train
FinCastPrice_NVDA,NVDA,2415,train
FinCastPrice_NVDA,NVDA,2418,train
FinCastPrice_NVDA,NVDA,9,test
FinCastPrice_NVDA,NVDA,21,test
FinCastPrice_NVDA,NVDA,87,test
FinCastPrice_NVDA,NVDA,111,test
FinCastPrice_NVDA,NVDA,120,test
FinCastPrice_NVDA,NVDA,159,test
FinCastPrice_NVDA,NVDA,186,test
FinCastPrice_NVDA,NVDA,204,test
FinCastPrice_NVDA,NVDA,207,test
FinCastPrice_NVDA,NVDA,237,test
FinCastPrice_NVDA,NVDA,243,test
FinCastPrice_NVDA,NVDA,315,test
FinCastPrice_NVDA,NVDA,345,test
FinCastPrice_NVDA,NVDA,399,test
FinCastPrice_NVDA,NVDA,471,test
FinCastPrice_NVDA,NVDA,480,test
FinCastPrice_NVDA,NVDA,528,test
FinCastPrice_NVDA,NVDA,570,test
FinCastPrice_NVDA,NVDA,579,test
FinCastPrice_NVDA,NVDA,588,test
FinCastPrice_NVDA,NVDA,594,test
FinCastPrice_NVDA,NVDA,600,test
FinCastPrice_NVDA,NVDA,624,test
FinCastPrice_NVDA,NVDA,660,test
FinCastPrice_NVDA,NVDA,663,test
FinCastPrice_NVDA,NVDA,720,test
FinCastPrice_NVDA,NVDA,762,test
FinCastPrice_NVDA,NVDA,771,test
FinCastPrice_NVDA,NVDA,780,test
FinCastPrice_NVDA,NVDA,807,test
FinCastPrice_NVDA,NVDA,888,test
FinCastPrice_NVDA,NVDA,915,test
FinCastPrice_NVDA,NVDA,930,test
FinCastPrice_NVDA,NVDA,948,test
FinCastPrice_NVDA,NVDA,951,test
FinCastPrice_NVDA,NVDA,1035,test
FinCastPrice_NVDA,NVDA,1143,test
FinCastPrice_NVDA,NVDA,1203,test
FinCastPrice_NVDA,NVDA,1275,test
FinCastPrice_NVDA,NVDA,1305,test
FinCastPrice_NVDA,NVDA,1311,test
FinCastPrice_NVDA,NVDA,1314,test
FinCastPrice_NVDA,NVDA,1380,test
FinCastPrice_NVDA,NVDA,1410,test
FinCastPrice_NVDA,NVDA,1500,test
FinCastPrice_NVDA,NVDA,1506,test
FinCastPrice_NVDA,NVDA,1512,test
FinCastPrice_NVDA,NVDA,1521,test
FinCastPrice_NVDA,NVDA,1524,test
FinCastPrice_NVDA,NVDA,1554,test
FinCastPrice_NVDA,NVDA,1557,test
FinCastPrice_NVDA,NVDA,1572,test
FinCastPrice_NVDA,NVDA,1641,test
FinCastPrice_NVDA,NVDA,1662,test
FinCastPrice_NVDA,NVDA,1680,test
FinCastPrice_NVDA,NVDA,1686,test
FinCastPrice_NVDA,NVDA,1779,test
FinCastPrice_NVDA,NVDA,1806,test
FinCastPrice_NVDA,NVDA,1815,test
FinCastPrice_NVDA,NVDA,1845,test
FinCastPrice_NVDA,NVDA,1848,test
FinCastPrice_NVDA,NVDA,1854,test
FinCastPrice_NVDA,NVDA,1857,test
FinCastPrice_NVDA,NVDA,1887,test
FinCastPrice_NVDA,NVDA,1905,test
FinCastPrice_NVDA,NVDA,1971,test
FinCastPrice_NVDA,NVDA,2004,test
FinCastPrice_NVDA,NVDA,2052,test
FinCastPrice_NVDA,NVDA,2088,test
FinCastPrice_NVDA,NVDA,2154,test
FinCastPrice_NVDA,NVDA,2166,test
FinCastPrice_NVDA,NVDA,2193,test
FinCastPrice_NVDA,NVDA,2199,test
FinCastPrice_NVDA,NVDA,2226,test
FinCastPrice_NVDA,NVDA,2238,test
FinCastPrice_NVDA,NVDA,2256,test
FinCastPrice_NVDA,NVDA,2280,test
FinCastPrice_NVDA,NVDA,2316,test
FinCastPrice_NVDA,NVDA,2325,test
FinCastPrice_NVDA,NVDA,2331,test
FinCastPrice_NVDA,NVDA,2352,test
