date,ticker,news_count,analyst_titles_json,partner_headlines_json,combined_news_text
2012-11-12,NVDA,0,[],[],
2012-11-13,NVDA,0,[],[],
2012-11-14,NVDA,0,[],[],
2012-11-15,NVDA,0,[],[],
2012-11-16,NVDA,0,[],[],
2012-11-19,NVDA,1,"[""Tablet Roundup: iPad Mini, Surface, Nexus 10 and More""]",[],"Tablet Roundup: iPad Mini, Surface, Nexus 10 and More"
2012-11-20,NVDA,0,[],[],
2012-11-21,NVDA,0,[],[],
2012-11-23,NVDA,0,[],[],
2012-11-26,NVDA,0,[],[],
2012-11-27,NVDA,0,[],[],
2012-11-28,NVDA,1,"[""One Semiconductor Stock That Could Benefit from Apple's Next iPad""]",[],One Semiconductor Stock That Could Benefit from Apple's Next iPad
2012-11-29,NVDA,0,[],[],
2012-11-30,NVDA,0,[],[],
2012-12-03,NVDA,0,[],[],
2012-12-04,NVDA,0,[],[],
2012-12-05,NVDA,2,"[""UPDATE: Oppenheimer Holdings Downgrades NVIDIA Corporation to Perform"", ""Oppenheimer Downgrades NVIDIA Corporation to Perform, Removes $(aN) PT""]",[],"UPDATE: Oppenheimer Holdings Downgrades NVIDIA Corporation to Perform | Oppenheimer Downgrades NVIDIA Corporation to Perform, Removes $(aN) PT"
2012-12-06,NVDA,0,[],[],
2012-12-07,NVDA,0,[],[],
2012-12-10,NVDA,0,[],[],
2012-12-11,NVDA,1,"[""Option Alert: Nvidia January 14 Call; Block Trade: 6,469 Contracts @$0.22; Currently $12.75""]",[],"Option Alert: Nvidia January 14 Call; Block Trade: 6,469 Contracts @$0.22; Currently $12.75"
2012-12-12,NVDA,2,"[""Wednesday December 12th Watchlist"", ""NVIDIA Wins $20M DARPA Contract for High-Performance Embedded Processor Research""]",[],Wednesday December 12th Watchlist | NVIDIA Wins $20M DARPA Contract for High-Performance Embedded Processor Research
2012-12-13,NVDA,0,[],[],
2012-12-14,NVDA,1,"[""Benzinga's Top Pre-Market Gainers""]",[],Benzinga's Top Pre-Market Gainers
2012-12-17,NVDA,1,"[""6 stocks to watch in the week ahead""]",[],6 stocks to watch in the week ahead
2012-12-18,NVDA,0,[],[],
2012-12-19,NVDA,1,"[""Wednesday December 19th watchlist""]",[],Wednesday December 19th watchlist
2012-12-20,NVDA,1,"[""Top Stocks on my Watch List for Thursday December 20th""]",[],Top Stocks on my Watch List for Thursday December 20th
2012-12-21,NVDA,0,[],[],
2012-12-24,NVDA,0,[],[],
2012-12-26,NVDA,1,"[""Short Term Trading Ideas for Christmas Week""]",[],Short Term Trading Ideas for Christmas Week
2012-12-27,NVDA,0,[],[],
2012-12-28,NVDA,1,"[""Another Executive Jumps Off AMD's Sinking Ship""]",[],Another Executive Jumps Off AMD's Sinking Ship
2012-12-31,NVDA,0,[],[],
2013-01-02,NVDA,0,[],[],
2013-01-03,NVDA,1,"[""Stocks on my Watch List for Thursday, January 3""]",[],"Stocks on my Watch List for Thursday, January 3"
2013-01-04,NVDA,0,[],[],
2013-01-07,NVDA,5,"[""Did NVIDIA Steal Apple's Retina Display?"", ""The 5 Coolest Things You'll See at CES"", ""Why is NVIDIA Building a Portable Game Machine?"", ""6 High Momentum Stocks to Watch next Week"", ""Nvidia Announces Six Coud-Gaming Companies to Use GRID Platform""]",[],Did NVIDIA Steal Apple's Retina Display? | The 5 Coolest Things You'll See at CES | Why is NVIDIA Building a Portable Game Machine? | 6 High Momentum Stocks to Watch next Week | Nvidia Announces Six Coud-Gaming Companies to Use GRID Platform
2013-01-08,NVDA,0,[],[],
2013-01-09,NVDA,1,"[""Wednesday January 9th Watchlist""]",[],Wednesday January 9th Watchlist
2013-01-10,NVDA,0,[],[],
2013-01-11,NVDA,0,[],[],
2013-01-14,NVDA,0,[],[],
2013-01-15,NVDA,0,[],[],
2013-01-16,NVDA,0,[],[],
2013-01-17,NVDA,0,[],[],
2013-01-18,NVDA,0,[],[],
2013-01-22,NVDA,0,[],[],
2013-01-23,NVDA,1,"[""AMD is on Life Support While these Semiconductor Stocks Thrive""]",[],AMD is on Life Support While these Semiconductor Stocks Thrive
2013-01-24,NVDA,0,[],[],
2013-01-25,NVDA,0,[],[],
2013-01-28,NVDA,1,"[""6 Stocks to Watch Out For Next Week""]",[],6 Stocks to Watch Out For Next Week
2013-01-29,NVDA,2,"[""Rumor: NVIDIA Building iPhone and iPad Competitors"", ""Tuesday January 29th Watchlist""]",[],Rumor: NVIDIA Building iPhone and iPad Competitors | Tuesday January 29th Watchlist
2013-01-30,NVDA,0,[],[],
2013-01-31,NVDA,0,[],[],
2013-02-01,NVDA,1,"[""Intel's New Strategy to Take on Apple's MacBook Air""]",[],Intel's New Strategy to Take on Apple's MacBook Air
2013-02-04,NVDA,0,[],[],
2013-02-05,NVDA,0,[],[],
2013-02-06,NVDA,1,"[""Wednesday February 6th Watchlist""]",[],Wednesday February 6th Watchlist
2013-02-07,NVDA,0,[],[],
2013-02-08,NVDA,0,[],[],
2013-02-11,NVDA,0,[],[],
2013-02-12,NVDA,1,"[""FBR Capital Maintains Market Perform on NVIDIA Corporation, Lowers PT to $14.00""]",[],"FBR Capital Maintains Market Perform on NVIDIA Corporation, Lowers PT to $14.00"
2013-02-13,NVDA,7,"[""Nvidia Little Changed After Q4 Results"", ""NVIDIA Corporation Sees Q1 Sales $940.0M +/- 2% vs $1.07B Est"", ""NVIDIA Corporation Reports Q4 EPS of $0.35 vs $0.24 Est; Revenue of $1.11B vs $1.10B Est"", ""Apple to Phase Out Standard, Retina-Free MacBook Pro"", ""Short Interest in Chip Makers on the Rise (AMAT, ARM, NVDA)"", ""US Stock Futures Higher Ahead Of Retail Sales Data"", ""Earnings Scheduled For February 13, 2013""]",[],"Nvidia Little Changed After Q4 Results | NVIDIA Corporation Sees Q1 Sales $940.0M +/- 2% vs $1.07B Est | NVIDIA Corporation Reports Q4 EPS of $0.35 vs $0.24 Est; Revenue of $1.11B vs $1.10B Est | Apple to Phase Out Standard, Retina-Free MacBook Pro | Short Interest in Chip Makers on the Rise (AMAT, ARM, NVDA) | US Stock Futures Higher Ahead Of Retail Sales Data | Earnings Scheduled For February 13, 2013"
2013-02-14,NVDA,7,"[""Market Wrap for Thursday February 14: Stocks Close Near Unchanged"", ""UPDATE: Stifel Nicolaus Cuts PT to $18 on NVIDIA Corporation on Raising OpEx, Product Transition"", ""Needham Downgrades NVIDIA Corporation to Hold, Removes $17.00 PT"", ""Stifel Nicolaus Maintains Buy on NVIDIA Corporation, Lowers PT to $18.00"", ""BMO Capital Maintains Market Perform on NVIDIA Corporation, Lowers PT to $12.00"", ""Nomura Maintains Buy on NVIDIA Corporation, Lowers PT to $15.00"", ""Deutsche Bank Maintains Hold on NVIDIA Corporation, Lowers PT to $13.00""]",[],"Market Wrap for Thursday February 14: Stocks Close Near Unchanged | UPDATE: Stifel Nicolaus Cuts PT to $18 on NVIDIA Corporation on Raising OpEx, Product Transition | Needham Downgrades NVIDIA Corporation to Hold, Removes $17.00 PT | Stifel Nicolaus Maintains Buy on NVIDIA Corporation, Lowers PT to $18.00 | BMO Capital Maintains Market Perform on NVIDIA Corporation, Lowers PT to $12.00 | Nomura Maintains Buy on NVIDIA Corporation, Lowers PT to $15.00 | Deutsche Bank Maintains Hold on NVIDIA Corporation, Lowers PT to $13.00"
2013-02-15,NVDA,1,"[""Friday February 15th Watchlist""]",[],Friday February 15th Watchlist
2013-02-19,NVDA,0,[],[],
2013-02-20,NVDA,0,[],[],
2013-02-21,NVDA,1,"[""AMD Could Make Billions on Sony's PlayStation 4""]",[],AMD Could Make Billions on Sony's PlayStation 4
2013-02-22,NVDA,0,[],[],
2013-02-25,NVDA,0,[],[],
2013-02-26,NVDA,0,[],[],
2013-02-27,NVDA,1,"[""Wednesday February 27th watchlist""]",[],Wednesday February 27th watchlist
2013-02-28,NVDA,0,[],[],
2013-03-01,NVDA,0,[],[],
2013-03-04,NVDA,2,"[""8 Stocks On Watch For Monday"", ""Short Interest in Chip Makers on the Rise (AMAT, ARM, QCOM)""]",[],"8 Stocks On Watch For Monday | Short Interest in Chip Makers on the Rise (AMAT, ARM, QCOM)"
2013-03-05,NVDA,0,[],[],
2013-03-06,NVDA,2,"[""Unusual Option Action: 16,000 March $13.00 Nvidia Calls Trade Hands on Heavy Volume"", ""Wednesday March 6th Watchlist""]",[],"Unusual Option Action: 16,000 March $13.00 Nvidia Calls Trade Hands on Heavy Volume | Wednesday March 6th Watchlist"
2013-03-07,NVDA,1,"[""Top 4 Mid-Cap Stocks In The Semiconductor-Specialized Industry With The Highest ROE""]",[],Top 4 Mid-Cap Stocks In The Semiconductor-Specialized Industry With The Highest ROE
2013-03-08,NVDA,0,[],[],
2013-03-11,NVDA,2,"[""Benzinga's Top Pre-Market Losers"", ""Susquehanna Downgrades NVIDIA Corporation to Negative, Announces $10.50 PT""]",[],"Benzinga's Top Pre-Market Losers | Susquehanna Downgrades NVIDIA Corporation to Negative, Announces $10.50 PT"
2013-03-12,NVDA,0,[],[],
2013-03-13,NVDA,2,"[""Wednesday March 13th Watchlist"", ""Big Short Interest Swings in Chip Makers (AMAT, ARM, BRCM)""]",[],"Wednesday March 13th Watchlist | Big Short Interest Swings in Chip Makers (AMAT, ARM, BRCM)"
2013-03-14,NVDA,1,"[""PlayStation 4 was Too Expensive for NVIDIA""]",[],PlayStation 4 was Too Expensive for NVIDIA
2013-03-15,NVDA,1,"[""Arm Holdings Workng on Plan to Help Second-Tier IC Designers Catch up with Qualcomm, Nvidia -DigiTimes""]",[],"Arm Holdings Workng on Plan to Help Second-Tier IC Designers Catch up with Qualcomm, Nvidia -DigiTimes"
2013-03-18,NVDA,1,"[""Tigress Financial's Ivan Feinseth Initiated Coverage on QUALCOMM with Strong Buy Rating, NVIDIA with Neutral Rating, Texas Instruments with Underperform""]",[],"Tigress Financial's Ivan Feinseth Initiated Coverage on QUALCOMM with Strong Buy Rating, NVIDIA with Neutral Rating, Texas Instruments with Underperform"
2013-03-19,NVDA,4,"[""From NVIDIA Investor Session: CEO Says Windows RT Disappointing, Hasn't Sold Enough in Windows RT"", ""UPDATE: Seeing Comments from NVIDIA's Huang, Says New Version of Tegra Mobile Processor Due Next Year"", ""NVIDIA Shares Pushing to Session Lows Ahead of Investor Session on NVIDIA's Business with CEO Jen-Hsun Huang"", ""Qualcomm to Replace NVIDIA for Google's Next-Gen Nexus 7""]",[],"From NVIDIA Investor Session: CEO Says Windows RT Disappointing, Hasn't Sold Enough in Windows RT | UPDATE: Seeing Comments from NVIDIA's Huang, Says New Version of Tegra Mobile Processor Due Next Year | NVIDIA Shares Pushing to Session Lows Ahead of Investor Session on NVIDIA's Business with CEO Jen-Hsun Huang | Qualcomm to Replace NVIDIA for Google's Next-Gen Nexus 7"
2013-03-20,NVDA,0,[],[],
2013-03-21,NVDA,0,[],[],
2013-03-22,NVDA,0,[],[],
2013-03-25,NVDA,1,"[""Top 4 Mid-Cap Stocks In The Semiconductor-Specialized Industry With The Highest Cash""]",[],Top 4 Mid-Cap Stocks In The Semiconductor-Specialized Industry With The Highest Cash
2013-03-26,NVDA,1,"[""NVIDIA Shakes Up Sub-$200 Graphics Market With New GeForce GTX 650 Ti BOOST GPU""]",[],NVIDIA Shakes Up Sub-$200 Graphics Market With New GeForce GTX 650 Ti BOOST GPU
2013-03-27,NVDA,0,[],[],
2013-03-28,NVDA,0,[],[],
2013-04-01,NVDA,2,"[""Here are a Few Setups to Watch Next Week"", ""Big Short Interest Swings in Chip Makers (ARMH, MU, NVDA)""]",[],"Here are a Few Setups to Watch Next Week | Big Short Interest Swings in Chip Makers (ARMH, MU, NVDA)"
2013-04-02,NVDA,0,[],[],
2013-04-03,NVDA,1,"[""Google's New Nexus 7 Could Sell for $149""]",[],Google's New Nexus 7 Could Sell for $149
2013-04-04,NVDA,0,[],[],
2013-04-05,NVDA,0,[],[],
2013-04-08,NVDA,0,[],[],
2013-04-09,NVDA,0,[],[],
2013-04-10,NVDA,1,"[""Short Sellers Pile on ARM Holdings and Nvidia""]",[],Short Sellers Pile on ARM Holdings and Nvidia
2013-04-11,NVDA,4,"[""NVIDIA to Return $1B to Investors this FY, Says $100M in Stock to be Bought Back this Year -Bloomberg"", ""NVIDIA to Increase Share Buyback, Will Add $750M by Q4 -Bloomberg"", ""NVIDIA CEO Speaking at Annual Investor Day: Says Business Condtions Muted in 1H"", ""Stocks to Watch for April 11, 2013""]",[],"NVIDIA to Return $1B to Investors this FY, Says $100M in Stock to be Bought Back this Year -Bloomberg | NVIDIA to Increase Share Buyback, Will Add $750M by Q4 -Bloomberg | NVIDIA CEO Speaking at Annual Investor Day: Says Business Condtions Muted in 1H | Stocks to Watch for April 11, 2013"
2013-04-12,NVDA,0,[],[],
2013-04-15,NVDA,0,[],[],
2013-04-16,NVDA,1,"[""SanDisk Earnings Preview: Solid First-Quarter Results Expected""]",[],SanDisk Earnings Preview: Solid First-Quarter Results Expected
2013-04-17,NVDA,0,[],[],
2013-04-18,NVDA,0,[],[],
2013-04-19,NVDA,0,[],[],
2013-04-22,NVDA,0,[],[],
2013-04-23,NVDA,0,[],[],
2013-04-24,NVDA,0,[],[],
2013-04-25,NVDA,1,"[""Stocks to Watch for April 25, 2013""]",[],"Stocks to Watch for April 25, 2013"
2013-04-26,NVDA,1,"[""AMD, Texas Instruments See Short Interest Surge""]",[],"AMD, Texas Instruments See Short Interest Surge"
2013-04-29,NVDA,0,[],[],
2013-04-30,NVDA,0,[],[],
2013-05-01,NVDA,0,[],[],
2013-05-02,NVDA,0,[],[],
2013-05-03,NVDA,1,"[""The Week Ahead: Host of Earnings on Tap; Investors Watching Anadarko, Activision, and Whole Foods""]",[],"The Week Ahead: Host of Earnings on Tap; Investors Watching Anadarko, Activision, and Whole Foods"
2013-05-06,NVDA,0,[],[],
2013-05-07,NVDA,0,[],[],
2013-05-08,NVDA,0,[],[],
2013-05-09,NVDA,3,"[""NVIDIA Corporation Sees Q2 Sales $955.50-994.50"", ""NVIDIA Corporation Reports Q1 EPS of $0.18 vs $0.15 Est; Revenue of $954.70M vs $940.70M Est"", ""Earnings Scheduled For May 9, 2013""]",[],"NVIDIA Corporation Sees Q2 Sales $955.50-994.50 | NVIDIA Corporation Reports Q1 EPS of $0.18 vs $0.15 Est; Revenue of $954.70M vs $940.70M Est | Earnings Scheduled For May 9, 2013"
2013-05-10,NVDA,3,"[""Short Sellers Retreat from Micron Technology, Other Semiconductor Stocks"", ""Benzinga Market Primer: Friday, May 10"", ""Nvidia Beats Q1 Estimates; Provides Weak Guidance""]",[],"Short Sellers Retreat from Micron Technology, Other Semiconductor Stocks | Benzinga Market Primer: Friday, May 10 | Nvidia Beats Q1 Estimates; Provides Weak Guidance"
2013-05-13,NVDA,1,"[""Sony to Increase LCD TV Shipments by 19%""]",[],Sony to Increase LCD TV Shipments by 19%
2013-05-14,NVDA,3,"[""NVIDIA Begins Taking Orders for Shielf Portable-Gaming Device"", ""Nvidia Partners up with Goldman to Repurchase $750 Million Worth of its Shares"", ""NVIDIA Announces $750M Accelerated Buyback with Goldman Sachs""]",[],NVIDIA Begins Taking Orders for Shielf Portable-Gaming Device | Nvidia Partners up with Goldman to Repurchase $750 Million Worth of its Shares | NVIDIA Announces $750M Accelerated Buyback with Goldman Sachs
2013-05-15,NVDA,0,[],[],
2013-05-16,NVDA,0,[],[],
2013-05-17,NVDA,0,[],[],
2013-05-20,NVDA,0,[],[],
2013-05-21,NVDA,0,[],[],
2013-05-22,NVDA,1,"[""IDC Report Shows Worldwide Semi Market Contracted 2.2% in 2012, Expecting 3.5% Growth This Year""]",[],"IDC Report Shows Worldwide Semi Market Contracted 2.2% in 2012, Expecting 3.5% Growth This Year"
2013-05-23,NVDA,2,"[""UPDATE: Topeka Capital Markets Initiates NVIDIA Corporation at Hold"", ""Topeka Capital Initiates Coverage on NVIDIA Corporation at Hold, Announces $15.00 PT""]",[],"UPDATE: Topeka Capital Markets Initiates NVIDIA Corporation at Hold | Topeka Capital Initiates Coverage on NVIDIA Corporation at Hold, Announces $15.00 PT"
2013-05-24,NVDA,0,[],[],
2013-05-28,NVDA,1,"[""Broadcom, Nvidia See Upswings in Short Interest""]",[],"Broadcom, Nvidia See Upswings in Short Interest"
2013-05-29,NVDA,0,[],[],
2013-05-30,NVDA,0,[],[],
2013-05-31,NVDA,0,[],[],
2013-06-03,NVDA,0,[],[],
2013-06-04,NVDA,1,"[""NVIDIA Shares Lower Despite WSJ Headline 'NVIDIA Open to Deals That Fit Into Businesses'""]",[],NVIDIA Shares Lower Despite WSJ Headline 'NVIDIA Open to Deals That Fit Into Businesses'
2013-06-05,NVDA,0,[],[],
2013-06-06,NVDA,0,[],[],
2013-06-07,NVDA,0,[],[],
2013-06-10,NVDA,0,[],[],
2013-06-11,NVDA,0,[],[],
2013-06-12,NVDA,0,[],[],
2013-06-13,NVDA,0,[],[],
2013-06-14,NVDA,1,"[""Short Sellers Less Keen on Applied Materials, Marvell Technology (AMAT, NVDA, MRVL)""]",[],"Short Sellers Less Keen on Applied Materials, Marvell Technology (AMAT, NVDA, MRVL)"
2013-06-17,NVDA,0,[],[],
2013-06-18,NVDA,3,"[""NVIDIA Says Will Begin Licensing GPU Technology"", ""Microsoft Said to Add Qualcomm as Supplier for Surface RT, Nvidia to Remain Supplier for Some Versions"", ""One Simple Measure for Investing in a Volatile Market""]",[],"NVIDIA Says Will Begin Licensing GPU Technology | Microsoft Said to Add Qualcomm as Supplier for Surface RT, Nvidia to Remain Supplier for Some Versions | One Simple Measure for Investing in a Volatile Market"
2013-06-19,NVDA,1,"[""Microsoft's Next Tablet Could Include Qualcomm Chips""]",[],Microsoft's Next Tablet Could Include Qualcomm Chips
2013-06-20,NVDA,0,[],[],
2013-06-21,NVDA,0,[],[],
2013-06-24,NVDA,0,[],[],
2013-06-25,NVDA,0,[],[],
2013-06-26,NVDA,3,"[""UPDATE: NVIDIA Says the Mechanical Component Has Issues"", ""Shares of NVIDIA Not Responding to Headlines Shipment of SHIELD Gaming Device Delayed til Next Month"", ""Short Sellers Jump on ARM Holdings, Broadcom (AMAT, ARMH, BRCM)""]",[],"UPDATE: NVIDIA Says the Mechanical Component Has Issues | Shares of NVIDIA Not Responding to Headlines Shipment of SHIELD Gaming Device Delayed til Next Month | Short Sellers Jump on ARM Holdings, Broadcom (AMAT, ARMH, BRCM)"
2013-06-27,NVDA,0,[],[],
2013-06-28,NVDA,0,[],[],
2013-07-01,NVDA,0,[],[],
2013-07-02,NVDA,0,[],[],
2013-07-03,NVDA,0,[],[],
2013-07-05,NVDA,1,"[""Can Microsoft's Surface 2 Save NVIDIA's Tegra 4? (MSFT, NVDA)""]",[],"Can Microsoft's Surface 2 Save NVIDIA's Tegra 4? (MSFT, NVDA)"
2013-07-08,NVDA,0,[],[],
2013-07-09,NVDA,0,[],[],
2013-07-10,NVDA,0,[],[],
2013-07-11,NVDA,1,"[""Short Sellers Jump on KLA-Tencor, Marvell Technology (ARMH, KLAC, MRVL)""]",[],"Short Sellers Jump on KLA-Tencor, Marvell Technology (ARMH, KLAC, MRVL)"
2013-07-12,NVDA,0,[],[],
2013-07-15,NVDA,0,[],[],
2013-07-16,NVDA,0,[],[],
2013-07-17,NVDA,0,[],[],
2013-07-18,NVDA,0,[],[],
2013-07-19,NVDA,0,[],[],
2013-07-22,NVDA,0,[],[],
2013-07-23,NVDA,1,"[""NVIDIA Appoints Former PepsiCo. Exec Dawn Hudson to Its Board of Directors""]",[],NVIDIA Appoints Former PepsiCo. Exec Dawn Hudson to Its Board of Directors
2013-07-24,NVDA,2,"[""Will Google's $229 Nexus 7 Upgrade Dethrone Apple's iPad Mini? (AAPL, GOOG)"", ""Google to Unveil Second-Generation Nexus 7 Today""]",[],"Will Google's $229 Nexus 7 Upgrade Dethrone Apple's iPad Mini? (AAPL, GOOG) | Google to Unveil Second-Generation Nexus 7 Today"
2013-07-25,NVDA,1,"[""Short Sellers Continue to Pile on KLA-Tencor (AMAT, KLAC, TXN)""]",[],"Short Sellers Continue to Pile on KLA-Tencor (AMAT, KLAC, TXN)"
2013-07-26,NVDA,0,[],[],
2013-07-29,NVDA,0,[],[],
2013-07-30,NVDA,0,[],[],
2013-07-31,NVDA,2,"[""Stocks to Watch for July 31, 2013"", ""Wells Fargo Downgrades NVIDIA Corporation to Market Perform""]",[],"Stocks to Watch for July 31, 2013 | Wells Fargo Downgrades NVIDIA Corporation to Market Perform"
2013-08-01,NVDA,1,"[""Option Alert: Nvidia January 16 Call; Block Trade: 7,795 Contracts @$0.59; Currently $14.49""]",[],"Option Alert: Nvidia January 16 Call; Block Trade: 7,795 Contracts @$0.59; Currently $14.49"
2013-08-02,NVDA,0,[],[],
2013-08-05,NVDA,1,"[""Earnings Expectations For The Week Of August 5""]",[],Earnings Expectations For The Week Of August 5
2013-08-06,NVDA,2,"[""Google, IBM, NVIDIA, Mellanox Announce Development Group for IBM Chips, Consortium Will Build Server and Storage Technology"", ""Tablet Shipments to Increase 17.7% on-Year in H2 2013 -DigiTImes""]",[],"Google, IBM, NVIDIA, Mellanox Announce Development Group for IBM Chips, Consortium Will Build Server and Storage Technology | Tablet Shipments to Increase 17.7% on-Year in H2 2013 -DigiTImes"
2013-08-07,NVDA,1,"[""Google's Second-Gen Nexus 7 May Be Limited To 3.5 Million Units (GOOG)""]",[],Google's Second-Gen Nexus 7 May Be Limited To 3.5 Million Units (GOOG)
2013-08-08,NVDA,3,"[""Nvidia Reports Lower Q2 Profit (NVDA)"", ""NVIDIA Corporation Reports Q2 EPS of $0.23 vs $0.13 Est; Revenue of $977.20M"", ""Earnings Scheduled For August 8, 2013""]",[],"Nvidia Reports Lower Q2 Profit (NVDA) | NVIDIA Corporation Reports Q2 EPS of $0.23 vs $0.13 Est; Revenue of $977.20M | Earnings Scheduled For August 8, 2013"
2013-08-09,NVDA,3,"[""Will Shield Stop Nvidia's Growth From Fading?"", ""Benzinga's Top Pre-Market Losers"", ""Nomura Maintains Buy on NVIDIA Corporation, Raises PT to $17.00""]",[],"Will Shield Stop Nvidia's Growth From Fading? | Benzinga's Top Pre-Market Losers | Nomura Maintains Buy on NVIDIA Corporation, Raises PT to $17.00"
2013-08-12,NVDA,1,"[""Amazon To Launch New Game Console Alongside PlayStation 4, Xbox One""]",[],"Amazon To Launch New Game Console Alongside PlayStation 4, Xbox One"
2013-08-13,NVDA,0,[],[],
2013-08-14,NVDA,0,[],[],
2013-08-15,NVDA,0,[],[],
2013-08-16,NVDA,0,[],[],
2013-08-19,NVDA,1,"[""Will Apple, Dell And Hewlett-Packard Follow Lenovo And Build Notebooks In-House?""]",[],"Will Apple, Dell And Hewlett-Packard Follow Lenovo And Build Notebooks In-House?"
2013-08-20,NVDA,0,[],[],
2013-08-21,NVDA,2,"[""Intel's Plan To Overtake Qualcomm's Snapdragon Platform"", ""NVIDIA Shares Volatile as Co. Announces Gaming Alliance with Ubisoft for Fall Season""]",[],Intel's Plan To Overtake Qualcomm's Snapdragon Platform | NVIDIA Shares Volatile as Co. Announces Gaming Alliance with Ubisoft for Fall Season
2013-08-22,NVDA,1,"[""NVIDIA, Ubisoft form Gaming Alliance""]",[],"NVIDIA, Ubisoft form Gaming Alliance"
2013-08-23,NVDA,0,[],[],
2013-08-26,NVDA,0,[],[],
2013-08-27,NVDA,1,"[""Short Sellers Gang Up On Marvell Technology (MRVL, QCOM, STM)""]",[],"Short Sellers Gang Up On Marvell Technology (MRVL, QCOM, STM)"
2013-08-28,NVDA,0,[],[],
2013-08-29,NVDA,0,[],[],
2013-08-30,NVDA,0,[],[],
2013-09-03,NVDA,0,[],[],
2013-09-04,NVDA,0,[],[],
2013-09-05,NVDA,0,[],[],
2013-09-06,NVDA,0,[],[],
2013-09-09,NVDA,2,"[""Microsoft To Unveil New Surface Tablet September 23 (MSFT)"", ""Nvidia Gets Orders for Microsoft's Surface RT, Asustek, Toshiba and Hewlett-Packard Tablets -DigiTImes""]",[],"Microsoft To Unveil New Surface Tablet September 23 (MSFT) | Nvidia Gets Orders for Microsoft's Surface RT, Asustek, Toshiba and Hewlett-Packard Tablets -DigiTImes"
2013-09-10,NVDA,0,[],[],
2013-09-11,NVDA,0,[],[],
2013-09-12,NVDA,1,"[""Short Sellers Load Up On Applied Materials And Other Chip Stocks (AMAT, MU, NVDA)""]",[],"Short Sellers Load Up On Applied Materials And Other Chip Stocks (AMAT, MU, NVDA)"
2013-09-13,NVDA,0,[],[],
2013-09-16,NVDA,3,"[""UPDATE: NVIDIA Appoints Colette Kress as Chief Financial Officer"", ""NVIDIA Names Colette Kress as CFO"", ""Microsoft 'Surface 2' Rumor Roundup""]",[],UPDATE: NVIDIA Appoints Colette Kress as Chief Financial Officer | NVIDIA Names Colette Kress as CFO | Microsoft 'Surface 2' Rumor Roundup
2013-09-17,NVDA,0,[],[],
2013-09-18,NVDA,0,[],[],
2013-09-19,NVDA,0,[],[],
2013-09-20,NVDA,0,[],[],
2013-09-23,NVDA,0,[],[],
2013-09-24,NVDA,0,[],[],
2013-09-25,NVDA,0,[],[],
2013-09-26,NVDA,0,[],[],
2013-09-27,NVDA,2,"[""Rising Short Interest For Broadcom And Other Semiconductor Stocks (BRCM, KLAC, MRVL)"", ""Release of AMD Radeon R9 and R7 GPUs Expected to Pressure Nvidia to Offer Price Cuts -Digitimes""]",[],"Rising Short Interest For Broadcom And Other Semiconductor Stocks (BRCM, KLAC, MRVL) | Release of AMD Radeon R9 and R7 GPUs Expected to Pressure Nvidia to Offer Price Cuts -Digitimes"
2013-09-30,NVDA,0,[],[],
2013-10-01,NVDA,0,[],[],
2013-10-02,NVDA,0,[],[],
2013-10-03,NVDA,0,[],[],
2013-10-04,NVDA,0,[],[],
2013-10-07,NVDA,0,[],[],
2013-10-08,NVDA,0,[],[],
2013-10-09,NVDA,1,"[""Nvidia Cuts Prices, Will Release New Graphics Card -DigiTimes""]",[],"Nvidia Cuts Prices, Will Release New Graphics Card -DigiTimes"
2013-10-10,NVDA,0,[],[],
2013-10-11,NVDA,5,"[""UPDATE: Macquarie Downgraded Intel and NVIDIA Based on Thundering Cloud Computing"", ""UPDATE: Macquarie Downgrades NVIDIA on Potential Impact of Cloud Computing"", ""Applied Materials, Marvell Technology Face Rising Short Interest (AMAT, MRVL, STM)"", ""Benzinga's Top Pre-Market Losers"", ""Macquarie Downgrades NVIDIA Corporation to Underperform, Lowers PT to $14.00""]",[],"UPDATE: Macquarie Downgraded Intel and NVIDIA Based on Thundering Cloud Computing | UPDATE: Macquarie Downgrades NVIDIA on Potential Impact of Cloud Computing | Applied Materials, Marvell Technology Face Rising Short Interest (AMAT, MRVL, STM) | Benzinga's Top Pre-Market Losers | Macquarie Downgrades NVIDIA Corporation to Underperform, Lowers PT to $14.00"
2013-10-14,NVDA,0,[],[],
2013-10-15,NVDA,0,[],[],
2013-10-16,NVDA,0,[],[],
2013-10-17,NVDA,0,[],[],
2013-10-18,NVDA,0,[],[],
2013-10-21,NVDA,0,[],[],
2013-10-22,NVDA,2,"[""Apple Says New Mac Pro Desktop Has AMD Firepro Graphics"", ""Shares of NVIDIA Not Yet Moving Following News of Intel Chip in New Macbook Pro""]",[],Apple Says New Mac Pro Desktop Has AMD Firepro Graphics | Shares of NVIDIA Not Yet Moving Following News of Intel Chip in New Macbook Pro
2013-10-23,NVDA,0,[],[],
2013-10-24,NVDA,0,[],[],
2013-10-25,NVDA,0,[],[],
2013-10-28,NVDA,2,"[""Nvidia Shield Can Now Download Games on Google Play Store"", ""Short Sellers Pile On Applied Materials and STMicroelectronics (AMAT, MU, STM)""]",[],"Nvidia Shield Can Now Download Games on Google Play Store | Short Sellers Pile On Applied Materials and STMicroelectronics (AMAT, MU, STM)"
2013-10-29,NVDA,0,[],[],
2013-10-30,NVDA,0,[],[],
