date,ticker,news_count,analyst_titles_json,partner_headlines_json,combined_news_text
2017-07-17,NFLX,21,"[""Netflix Vs. Amazon: On-Demand Video Market Is Big Enough For Both"", ""Netflix Sees Q3 EPS ~$0.32 vs $0.23 Est., Sales ~$2.969B vs $2.87B Est."", ""Netflix Says 'Good Progress' In Int'l Expansion To Result In 'positive international contribution profit for the full year 2017'"", ""Netflix Sees Q3 Int'l Net Sub Adds 3.65M"", ""Netflix Reports Q2 EPS $0.15 vs $0.16 Est."", ""Netflix Reports Q2 Sales $2.79B vs $2.76B Est., Net Sub Adds 1.07M Domestic, 4.14M Int'l"", ""Netflix Shares Up 0.5% Ahead Of After-Hours Earnings Report; BZ NOTE: Netflix Qtr. Results Are Historically Released By 4:05 or 4:06 p.m. EDT"", ""Earnings Preview: Financial Giants BAC, GS, And MS Report Q2 Results This Week"", ""5 Stocks To Watch This Week - NFLX, BAC, IBM, V, EBAY"", ""Netflix Strikes Balance Between Content And Spending, But Stock Trading Like A Takeover Target"", ""Has All The Negative Sentiment Over Cord-Cutting Turned Entertainment Stocks Into A Bear Trap?"", ""Netflix Earnings Preview: What Might Be Expected From Q2 2017?"", ""Can Netflix's Q2 Earnings Propel The Stock To Record Territory?"", ""5 Biggest Price Target Changes For Monday"", ""A Peek Into The Markets: U.S. Stock Futures Edge Higher; Netflix Earnings In Focus"", ""David Seaburg Is Bullish On Netflix Ahead Of Earnings"", ""6 Stocks To Watch For July 17, 2017"", ""Earnings Scheduled For July 17, 2017"", ""Master Of All Trades: Every Industry Jeff Bezos Has A Hand In"", ""Mike Khouw's Netflix Options Trade""]",[],"Netflix Vs. Amazon: On-Demand Video Market Is Big Enough For Both | Netflix Sees Q3 EPS ~$0.32 vs $0.23 Est., Sales ~$2.969B vs $2.87B Est. | Netflix Says 'Good Progress' In Int'l Expansion To Result In 'positive international contribution profit for the full year 2017' | Netflix Sees Q3 Int'l Net Sub Adds 3.65M | Netflix Reports Q2 EPS $0.15 vs $0.16 Est. | Netflix Reports Q2 Sales $2.79B vs $2.76B Est., Net Sub Adds 1.07M Domestic, 4.14M Int'l | Netflix Shares Up 0.5% Ahead Of After-Hours Earnings Report; BZ NOTE: Netflix Qtr. Results Are Historically Released By 4:05 or 4:06 p.m. EDT | Earnings Preview: Financial Giants BAC, GS, And MS Report Q2 Results This Week | 5 Stocks To Watch This Week - NFLX, BAC, IBM, V, EBAY | Netflix Strikes Balance Between Content And Spending, But Stock Trading Like A Takeover Target | Has All The Negative Sentiment Over Cord-Cutting Turned Entertainment Stocks Into A Bear Trap? | Netflix Earnings Preview: What Might Be Expected From Q2 2017? | Can Netflix's Q2 Earnings Propel The Stock To Record Territory? | 5 Biggest Price Target Changes For Monday | A Peek Into The Markets: U.S. Stock Futures Edge Higher; Netflix Earnings In Focus | David Seaburg Is Bullish On Netflix Ahead Of Earnings | 6 Stocks To Watch For July 17, 2017 | Earnings Scheduled For July 17, 2017 | Master Of All Trades: Every Industry Jeff Bezos Has A Hand In | Mike Khouw's Netflix Options Trade"
2017-07-18,NFLX,20,"[""11 Wall Street Analysts Weigh In On Netflix's Blowout Quarter"", ""Mid-Afternoon Market Update: Netflix Gains Following Q2 Results; Ericsson Shares Plummet"", ""The Market Is Discounting T-Mobile's Growth"", ""7 Reasons Why The Street Likes The Netflix Q2 Beat"", ""12 Biggest Mid-Day Gainers For Tuesday"", ""Netflix Defies Bears Once More With Strong Q2, Solid Guidance"", ""Cramer: Netflix Proves It Belongs In The 'FANG' Group"", ""Exclusive: Mark Cuban Sees Half A Billion Subscribers Ahead For Netflix"", ""In Reaction To Netflix Earnings Report, Mark Cuban Tells Benzinga The Company Needs To Continue To 'Stay in startup mode', Says Netflix Can Reach 500 Million Subs In Next 10 Years"", ""Finding A Way: Banks Beat Expectations Despite Struggles As Earnings Go Into High Gear"", ""Content Is King: Expect Further Upside For Netflix"", ""The Netflix Growth Story Renewed For Another Season"", ""5 Biggest Price Target Changes For Tuesday"", ""Benzinga's Top Upgrades, Downgrades For July 18, 2017"", ""The Market In 5 Minutes"", ""Rosenblatt Raises Netflix Target To $200 After Quarter That Was 'Just Too Good'"", ""22 Stocks Moving In Tuesday's Pre-Market Session"", ""A Peek Into The Markets: U.S. Stock Futures Mostly Flat Ahead Of Goldman Sachs Earnings"", ""Rosenblatt Upgrades Netflix to Buy"", ""10 Stocks To Watch For July 18, 2017""]",[],"11 Wall Street Analysts Weigh In On Netflix's Blowout Quarter | Mid-Afternoon Market Update: Netflix Gains Following Q2 Results; Ericsson Shares Plummet | The Market Is Discounting T-Mobile's Growth | 7 Reasons Why The Street Likes The Netflix Q2 Beat | 12 Biggest Mid-Day Gainers For Tuesday | Netflix Defies Bears Once More With Strong Q2, Solid Guidance | Cramer: Netflix Proves It Belongs In The 'FANG' Group | Exclusive: Mark Cuban Sees Half A Billion Subscribers Ahead For Netflix | In Reaction To Netflix Earnings Report, Mark Cuban Tells Benzinga The Company Needs To Continue To 'Stay in startup mode', Says Netflix Can Reach 500 Million Subs In Next 10 Years | Finding A Way: Banks Beat Expectations Despite Struggles As Earnings Go Into High Gear | Content Is King: Expect Further Upside For Netflix | The Netflix Growth Story Renewed For Another Season | 5 Biggest Price Target Changes For Tuesday | Benzinga's Top Upgrades, Downgrades For July 18, 2017 | The Market In 5 Minutes | Rosenblatt Raises Netflix Target To $200 After Quarter That Was 'Just Too Good' | 22 Stocks Moving In Tuesday's Pre-Market Session | A Peek Into The Markets: U.S. Stock Futures Mostly Flat Ahead Of Goldman Sachs Earnings | Rosenblatt Upgrades Netflix to Buy | 10 Stocks To Watch For July 18, 2017"
2017-07-19,NFLX,3,"[""Traders Bail On This Leveraged ETF As Earnings Roll In"", ""Caution Still The Watchword But Stocks Hit Record Highs As Earnings Mostly Strong"", ""Cramer: Netflix Just Reaffirmed It Can 'Grow And Grow And Grow'""]",[],Traders Bail On This Leveraged ETF As Earnings Roll In | Caution Still The Watchword But Stocks Hit Record Highs As Earnings Mostly Strong | Cramer: Netflix Just Reaffirmed It Can 'Grow And Grow And Grow'
2017-07-20,NFLX,1,"[""Forget FANG, Trade FATS: A Preview Of Facebook, Alphabet, Twitter And Snap Earnings""]",[],"Forget FANG, Trade FATS: A Preview Of Facebook, Alphabet, Twitter And Snap Earnings"
2017-07-21,NFLX,4,"[""Verizon Addresses Accusations Of Bandwidth Manipulation Limiting Netflix, YouTube Streaming"", ""9to5Mac Publishes 'Verizon allegedly throttling Netflix & YouTube even before usage limits hit; VPN circumvents'"", ""Cramer: Ahead Of FANG Earnings, Don't 'Feel Foolish For Pulling The Trigger'"", ""Golar, Microsoft, Netflix, Xilinx: Fast Money Picks For July 21""]",[],"Verizon Addresses Accusations Of Bandwidth Manipulation Limiting Netflix, YouTube Streaming | 9to5Mac Publishes 'Verizon allegedly throttling Netflix & YouTube even before usage limits hit; VPN circumvents' | Cramer: Ahead Of FANG Earnings, Don't 'Feel Foolish For Pulling The Trigger' | Golar, Microsoft, Netflix, Xilinx: Fast Money Picks For July 21"
2017-07-24,NFLX,8,"[""Analyst Says 31 Million Homes Could Cut Cord On Legacy Media; New Study Shows 64% Of U.S. Households Now Stream Programs"", ""Charter Communication Q2 Earnings: What's In Store?"", ""This Week In Stocks: Choppy Action"", ""With Alphabet's Earnings On Deck, Consider Long- Vs. Short-Term Investing Strategies"", ""TechCrunch Reports Netflix Was Top Grossing App In Q2, With Mobile Sales Up 233% Since Last Year"", ""Netflix Wowed Investors With Its Earnings Report, Will Fellow 'FANG' Member Amazon Follow Suit?"", ""Scientists Store Film Clip In DNA, Pave The Way For AR Experience Sharing"", ""Tech Sector Finally Recovers From The Dot-Com Bubble Of 2000""]",[],"Analyst Says 31 Million Homes Could Cut Cord On Legacy Media; New Study Shows 64% Of U.S. Households Now Stream Programs | Charter Communication Q2 Earnings: What's In Store? | This Week In Stocks: Choppy Action | With Alphabet's Earnings On Deck, Consider Long- Vs. Short-Term Investing Strategies | TechCrunch Reports Netflix Was Top Grossing App In Q2, With Mobile Sales Up 233% Since Last Year | Netflix Wowed Investors With Its Earnings Report, Will Fellow 'FANG' Member Amazon Follow Suit? | Scientists Store Film Clip In DNA, Pave The Way For AR Experience Sharing | Tech Sector Finally Recovers From The Dot-Com Bubble Of 2000"
2017-07-25,NFLX,1,"[""Cloud Computing ETF Reaches For The Sky""]",[],Cloud Computing ETF Reaches For The Sky
2017-07-26,NFLX,1,"[""5 Biggest Price Target Changes For Wednesday""]",[],5 Biggest Price Target Changes For Wednesday
2017-07-27,NFLX,4,"[""The JPMorgan Mid-Day Note That Might Have Sent The Market Falling"", ""Are Options Traders Betting On A Big Move In Nektar Stock?"", ""Facebook's Stock Has Another 25% Upside Despite Some Problems Ahead, Analyst Says"", ""Video Streaming Is Coming To Nintendo Switch""]",[],"The JPMorgan Mid-Day Note That Might Have Sent The Market Falling | Are Options Traders Betting On A Big Move In Nektar Stock? | Facebook's Stock Has Another 25% Upside Despite Some Problems Ahead, Analyst Says | Video Streaming Is Coming To Nintendo Switch"
2017-07-28,NFLX,0,[],[],
2017-07-31,NFLX,6,"[""Why The 'Game Of Thrones' Leak Is a Big Deal For Fans, But Not The Stock"", ""Discovery Acquires Scripps Network In $11.9 Billion Deal"", ""Discovery Shares Plunge On Earnings, News Of $14.6 Billion Deal To Acquire Scripps Interactive"", ""It's OK To Stay On The Sidelines With Popular Stocks"", ""Is Roku's Speculated IPO A Viable Option Right Now?"", ""Expert: Predicted 37% Pop In TV Retransmission Fees A 'Natural Righting Of The Ship'""]",[],"Why The 'Game Of Thrones' Leak Is a Big Deal For Fans, But Not The Stock | Discovery Acquires Scripps Network In $11.9 Billion Deal | Discovery Shares Plunge On Earnings, News Of $14.6 Billion Deal To Acquire Scripps Interactive | It's OK To Stay On The Sidelines With Popular Stocks | Is Roku's Speculated IPO A Viable Option Right Now? | Expert: Predicted 37% Pop In TV Retransmission Fees A 'Natural Righting Of The Ship'"
2017-08-01,NFLX,3,"[""Oaktree's Co-Chairman On FAANG Stocks: Valuations Are High But Coming Down"", ""Traders Circulating Brightwire Rumor That Netflix Is In Talks With Chunghwa Telecom On OTT Streaming"", ""All Eyes On iPhone As Apple Kicks Off August With Earnings After Closing Bell""]",[],Oaktree's Co-Chairman On FAANG Stocks: Valuations Are High But Coming Down | Traders Circulating Brightwire Rumor That Netflix Is In Talks With Chunghwa Telecom On OTT Streaming | All Eyes On iPhone As Apple Kicks Off August With Earnings After Closing Bell
2017-08-02,NFLX,1,"[""Piper's Olson On Netflix: 'Obviously [co.] continues to perform well. We think there is a huge opportunity for the company to capture int'l subscribers'""]",[],Piper's Olson On Netflix: 'Obviously [co.] continues to perform well. We think there is a huge opportunity for the company to capture int'l subscribers'
2017-08-03,NFLX,3,"[""Bloomberg Reporter Lucas Shaw Tweets: Analyst (Porter Bibb) tells @BloombergRadio that Netflix is going to go bankrupt if it doesn't sell to Google, Facebook or Amazon. H/t @henryseltzer"", ""Jim Cramer's One Issue With Tesla's Earnings Report"", ""As Netflix Tackles Suicidal Issues, Hospital Psych Units Grapple With Real-Life Consequences""]",[],"Bloomberg Reporter Lucas Shaw Tweets: Analyst (Porter Bibb) tells @BloombergRadio that Netflix is going to go bankrupt if it doesn't sell to Google, Facebook or Amazon. H/t @henryseltzer | Jim Cramer's One Issue With Tesla's Earnings Report | As Netflix Tackles Suicidal Issues, Hospital Psych Units Grapple With Real-Life Consequences"
2017-08-04,NFLX,0,[],[],
2017-08-07,NFLX,4,"[""Comic Book Writer Mark Millar: 4 Things You May Not Know About Netflix's Movie-Spawning New Superstar"", ""Smartphone App Downloads: Facebook Reigns, Snap Lags, Twitter Doesn't Crack Top 10"", ""Netflix Shares Largely Unaffected As Traders Circulating Article 'Iflix raises $133m as it dominates Netflix in parts of Asia'"", ""Netflix To acquire Comic Book Bo. Millarworld, Terms Not Disclosed""]",[],"Comic Book Writer Mark Millar: 4 Things You May Not Know About Netflix's Movie-Spawning New Superstar | Smartphone App Downloads: Facebook Reigns, Snap Lags, Twitter Doesn't Crack Top 10 | Netflix Shares Largely Unaffected As Traders Circulating Article 'Iflix raises $133m as it dominates Netflix in parts of Asia' | Netflix To acquire Comic Book Bo. Millarworld, Terms Not Disclosed"
2017-08-08,NFLX,7,"[""UPDATE: Netflix Tells Benzinga It Continues To Do Business With Walt Disney 'On Many Fronts,' Including 'Ongoing Relationship With Marvel TV'"", ""Netflix Responds To Disney Pulling Content From Platform; Tells Benzinga Its Members Will Have Access To Disney Films Through End Of 2019, Including All Theatrical Releases Through End Of 2018"", ""Disney To Launch ESPN Streaming Service, Leave Netflix By 2019"", ""Disney Says 'Disney will end its distribution agreement with Netflix for subscription streaming of new releases, beginning with the 2019 calendar year theatrical slate.'"", ""CNBC Now Tweets: JUST IN: David Letterman is coming back to TV thanks to Netflix cnb.cx/2vipL3X"", ""The 3 Financial Statements You Need To Know For Stock Research"", ""Wall Street's M&A Chatter From August 7: Eros Group, Netflix-Millarworld, United Technologies-Rockwell Collins, Fresenius Medical-NxStage""]",[],"UPDATE: Netflix Tells Benzinga It Continues To Do Business With Walt Disney 'On Many Fronts,' Including 'Ongoing Relationship With Marvel TV' | Netflix Responds To Disney Pulling Content From Platform; Tells Benzinga Its Members Will Have Access To Disney Films Through End Of 2019, Including All Theatrical Releases Through End Of 2018 | Disney To Launch ESPN Streaming Service, Leave Netflix By 2019 | Disney Says 'Disney will end its distribution agreement with Netflix for subscription streaming of new releases, beginning with the 2019 calendar year theatrical slate.' | CNBC Now Tweets: JUST IN: David Letterman is coming back to TV thanks to Netflix cnb.cx/2vipL3X | The 3 Financial Statements You Need To Know For Stock Research | Wall Street's M&A Chatter From August 7: Eros Group, Netflix-Millarworld, United Technologies-Rockwell Collins, Fresenius Medical-NxStage"
2017-08-09,NFLX,7,"[""Top 10 Reasons We're Excited For David Letterman's Return On Netflix"", ""Jason Calacanis Shares His Thoughts On Disney's Streaming Plans"", ""Long Live The King? Disney Takes Streaming Into Its Own Hands"", ""Netflix Option Alert: Sep 1 $170 Puts Sweep (29) at the Bid: 1000 @ $3.651 vs 361 OI; Ref=$173.75"", ""Disney Vs. Netflix: Content Is King As Big Media Seeks To Capture Cord-Cutting Consumers"", ""The Market In 5 Minutes"", ""18 Stocks Moving In Wednesday's Pre-Market Session""]",[],Top 10 Reasons We're Excited For David Letterman's Return On Netflix | Jason Calacanis Shares His Thoughts On Disney's Streaming Plans | Long Live The King? Disney Takes Streaming Into Its Own Hands | Netflix Option Alert: Sep 1 $170 Puts Sweep (29) at the Bid: 1000 @ $3.651 vs 361 OI; Ref=$173.75 | Disney Vs. Netflix: Content Is King As Big Media Seeks To Capture Cord-Cutting Consumers | The Market In 5 Minutes | 18 Stocks Moving In Wednesday's Pre-Market Session
2017-08-10,NFLX,5,"[""WWE Network Enters China Just In Time For SummerSlam"", ""Disney Downer: When A Movie That Makes $860 Million Is A Drag On Earnings"", ""The Market In 5 Minutes"", ""Fast Money Traders Share Their Thoughts On Disney-Netflix Split"", ""Watch These 7 Huge Put Purchases In Thursday Trade""]",[],WWE Network Enters China Just In Time For SummerSlam | Disney Downer: When A Movie That Makes $860 Million Is A Drag On Earnings | The Market In 5 Minutes | Fast Money Traders Share Their Thoughts On Disney-Netflix Split | Watch These 7 Huge Put Purchases In Thursday Trade
2017-08-11,NFLX,2,"[""That's Rich: Highest-Paid Comics Who Laughed All The Way To The Bank, Thanks To Netflix"", ""The Market In 5 Minutes""]",[],"That's Rich: Highest-Paid Comics Who Laughed All The Way To The Bank, Thanks To Netflix | The Market In 5 Minutes"
2017-08-14,NFLX,7,"[""13F From Tiger Global Shows Reduced Stake In Alibaba To 4.3M Shares, Reduces Stake In Netflix To 376K Shares"", ""Daydreamers Line Up As OTT, Cable Networks, Film Studios Battle For Content Creators"", ""13F From Omega Shows Slight Reduction In Netflix Position From 77.7K Shares To 65K Shares"", ""Netflix's Subscriber Numbers Will See 'Very Little' Impact From Disney Deal Cancellation"", ""The Market In 5 Minutes"", ""Netflix Signs Shonda Rhimes to Multi-year Production Deal -Variety"", ""Barron's Ponders The Future Of Netflix""]",[],"13F From Tiger Global Shows Reduced Stake In Alibaba To 4.3M Shares, Reduces Stake In Netflix To 376K Shares | Daydreamers Line Up As OTT, Cable Networks, Film Studios Battle For Content Creators | 13F From Omega Shows Slight Reduction In Netflix Position From 77.7K Shares To 65K Shares | Netflix's Subscriber Numbers Will See 'Very Little' Impact From Disney Deal Cancellation | The Market In 5 Minutes | Netflix Signs Shonda Rhimes to Multi-year Production Deal -Variety | Barron's Ponders The Future Of Netflix"
2017-08-15,NFLX,4,"[""Highlights From Q2's 13-F Season"", ""If Bitcoin Were A Stock, It Would Be Valued Similar To Netflix"", ""Netflix To Capture ABC's Female Following With Rhimes Deal"", ""So What's The Difference Between YouTube And Facebook's New 'Watch'?""]",[],"Highlights From Q2's 13-F Season | If Bitcoin Were A Stock, It Would Be Valued Similar To Netflix | Netflix To Capture ABC's Female Following With Rhimes Deal | So What's The Difference Between YouTube And Facebook's New 'Watch'?"
2017-08-16,NFLX,2,"[""The Netflix Effect Is Only Half The Story For Disney"", ""Netflix: Buy The Disney Dip""]",[],The Netflix Effect Is Only Half The Story For Disney | Netflix: Buy The Disney Dip
2017-08-17,NFLX,0,[],[],
2017-08-18,NFLX,0,[],[],
2017-08-21,NFLX,4,"[""Who Is Paul Meeks, And Why Should You Care That He's Bullish On The FANG Stocks?"", ""Fast Money Picks For Aug. 21"", ""Benzinga's Bulls & Bears From The Week: Home Depot, Netflix, Walmart And More"", ""Cramer Finds A Way To Explain Stock Diversification With Fantasy Football""]",[],"Who Is Paul Meeks, And Why Should You Care That He's Bullish On The FANG Stocks? | Fast Money Picks For Aug. 21 | Benzinga's Bulls & Bears From The Week: Home Depot, Netflix, Walmart And More | Cramer Finds A Way To Explain Stock Diversification With Fantasy Football"
2017-08-22,NFLX,0,[],[],
2017-08-23,NFLX,0,[],[],
2017-08-24,NFLX,4,"[""Forbes Fab 5 Among Actors And Actresses: Did They Earn Their Keep?"", ""Netflix Option Alert: Sep 29 $167.5 Puts at the Bid: 500 @ $6.25 vs 178 OI; Ref=$166.79"", ""Netflix Option Alert: Apr 20 $160 Puts at the Bid: 950 @ $15.301 vs 0 OI; Ref=$168.14"", ""Cramer Identifies What's Wrong With The 'FANG' Group""]",[],Forbes Fab 5 Among Actors And Actresses: Did They Earn Their Keep? | Netflix Option Alert: Sep 29 $167.5 Puts at the Bid: 500 @ $6.25 vs 178 OI; Ref=$166.79 | Netflix Option Alert: Apr 20 $160 Puts at the Bid: 950 @ $15.301 vs 0 OI; Ref=$168.14 | Cramer Identifies What's Wrong With The 'FANG' Group
2017-08-25,NFLX,2,"[""Surprising Stocks Lead This Week's Rebound"", ""Watch These 7 Huge Put Purchases In Friday Trade""]",[],Surprising Stocks Lead This Week's Rebound | Watch These 7 Huge Put Purchases In Friday Trade
2017-08-28,NFLX,2,"[""Cramer: August Has Proven To Be A Useless Month For Stocks"", ""The 7 'Gremlins' That Could Haunt The Stock Market""]",[],Cramer: August Has Proven To Be A Useless Month For Stocks | The 7 'Gremlins' That Could Haunt The Stock Market
2017-08-29,NFLX,1,"[""Cloud ETF Is A Viable Long-Term Idea""]",[],Cloud ETF Is A Viable Long-Term Idea
2017-08-30,NFLX,1,"[""Analyst: Netflix Losing Disney Doesn't Matter Because Most Markets Never Had Disney Content In The First Place""]",[],Analyst: Netflix Losing Disney Doesn't Matter Because Most Markets Never Had Disney Content In The First Place
2017-08-31,NFLX,3,"[""Vetr Crowd Downgrades Netflix"", ""Jobs Watch: Key Payrolls Data Up Tomorrow As Market Ends Summer On Upswing"", ""Few Surprises With This Tech ETF""]",[],Vetr Crowd Downgrades Netflix | Jobs Watch: Key Payrolls Data Up Tomorrow As Market Ends Summer On Upswing | Few Surprises With This Tech ETF
2017-09-01,NFLX,0,[],[],
2017-09-05,NFLX,3,"[""Is There Room For A 'Positive' Media Company? Chicken Soup Entertainment Thinks So"", ""Amazon's Emphasis Of Market Share Over Profits Could Keep Whole Food's Prices Low"", ""Emagine Entertainment Aims For Movie Theater 'Magnificence' With Caramel Corn And Super Screens""]",[],Is There Room For A 'Positive' Media Company? Chicken Soup Entertainment Thinks So | Amazon's Emphasis Of Market Share Over Profits Could Keep Whole Food's Prices Low | Emagine Entertainment Aims For Movie Theater 'Magnificence' With Caramel Corn And Super Screens
2017-09-06,NFLX,8,"[""How Many People Still Use CDs, VCRs And Landline Phones? More Than You Might Think"", ""Netflix Higher Following T-Mobile Deal"", ""T-Mobile To Bundle Netflix Subscription With New Family Plans"", ""T-Mobile Announces Partnership With Netflix To Offer Free Subscription For Every ONE Family Plan At No Extra Charge"", ""Netflix Shares Up Very Slightly Over Last Few Mins As Wednesday's Biggest Bar Of Volume Crosses"", ""UPDATE: The EU Presidency Proposal Related To Taxing Digital Multinationals Will Be Discussed By EU Finance Ministers Next Week"", ""UPDATE: EU Tax Overhaul Would Require Digital Cos. To Be Taxed Where They Make Profits Regardless Of Tax Residence"", ""Watching Internet Stocks Amid Headline EU Is Planning Int'l Rules Overhaul To Raise Tax Bill For Online Giants""]",[],"How Many People Still Use CDs, VCRs And Landline Phones? More Than You Might Think | Netflix Higher Following T-Mobile Deal | T-Mobile To Bundle Netflix Subscription With New Family Plans | T-Mobile Announces Partnership With Netflix To Offer Free Subscription For Every ONE Family Plan At No Extra Charge | Netflix Shares Up Very Slightly Over Last Few Mins As Wednesday's Biggest Bar Of Volume Crosses | UPDATE: The EU Presidency Proposal Related To Taxing Digital Multinationals Will Be Discussed By EU Finance Ministers Next Week | UPDATE: EU Tax Overhaul Would Require Digital Cos. To Be Taxed Where They Make Profits Regardless Of Tax Residence | Watching Internet Stocks Amid Headline EU Is Planning Int'l Rules Overhaul To Raise Tax Bill For Online Giants"
2017-09-07,NFLX,4,"[""Netflix Spokesperson Tells Benzinga Its U.S. Subscribers Will Continue To Have Access To Disney, Marvel & Star Wars Films 'Through End Of 2019 And 2020 In Many Cases'"", ""Disney Rattles Media Sector On Pullback Of Marvel, 'Star Wars' Offering"", ""Entire Media Space Moving Following Report Marvel, Star Wars Will Go Exclusively To Disney's Streaming Service: Netflix Shares Down ~$1.50, Comcast Down ~$0.30, CBS Down ~$1.05, 21st Century Fox Down ~$0.30, Discovery Down ~$0.20"", ""T-Mobile's 'Netflix On Us' Initiative Isn't Enough To Warrant An Upgrade From Deutsche Bank""]",[],"Netflix Spokesperson Tells Benzinga Its U.S. Subscribers Will Continue To Have Access To Disney, Marvel & Star Wars Films 'Through End Of 2019 And 2020 In Many Cases' | Disney Rattles Media Sector On Pullback Of Marvel, 'Star Wars' Offering | Entire Media Space Moving Following Report Marvel, Star Wars Will Go Exclusively To Disney's Streaming Service: Netflix Shares Down ~$1.50, Comcast Down ~$0.30, CBS Down ~$1.05, 21st Century Fox Down ~$0.30, Discovery Down ~$0.20 | T-Mobile's 'Netflix On Us' Initiative Isn't Enough To Warrant An Upgrade From Deutsche Bank"
2017-09-08,NFLX,2,"[""Storms, Streaming And 'Star Wars': An Updated Disney Outlook"", ""Disney's CEO Hypes New Streaming Service: It's Gonna Be Big, It's Gonna Be Hot""]",[],"Storms, Streaming And 'Star Wars': An Updated Disney Outlook | Disney's CEO Hypes New Streaming Service: It's Gonna Be Big, It's Gonna Be Hot"
2017-09-11,NFLX,2,"[""Movie Studios Blame Rotten Tomatoes For Box Office Woes"", ""Anxious For Netflix's Q3 Results? Here's A Primer""]",[],Movie Studios Blame Rotten Tomatoes For Box Office Woes | Anxious For Netflix's Q3 Results? Here's A Primer
2017-09-12,NFLX,9,"[""Benzinga's Option Alert Recap From September 12"", ""Netflix Higher Off Positive Comments From CFO"", ""Tiger Management's Julian Robertson At CNBC's 'Delivering Alpha' Says Netflix Valuation A Little Out of Reach, But Tempting; Says He Trades Facebook"", ""Netflix CFO Wells Currently Speaking At Goldman's Communacopia Conference: Mgmt. Is Not Seeing Less Demand Given Higher Price Point"", ""Netflix CFO David Wells Currently Speaking At Goldman's Communacopia Conference: Says Co. Is 'Very Close' To Being Free Cash Flow Positive"", ""Netflix Shares At Session Highs, Now Up 1.3% As Co. CFO Wells Currently Speaking At Goldman's Communacopia Conference"", ""Netflix CFO David Wells Currently Speaking At Goldman's Communacopia Conference: Says 'We're Seeing The Momentum Of Shift To Internet Entertainment Pick Up Steam'"", ""5 Biggest Price Target Changes For Tuesday"", ""Goldman Sachs Communacopia Conference Begins Today, Presenters Include: Netflix, Level 3, Altice USA, Charter Communications, Frontier Communications, MDC Partners, News Corp, Lamar Advertising, AT&T, and Comcast""]",[],"Benzinga's Option Alert Recap From September 12 | Netflix Higher Off Positive Comments From CFO | Tiger Management's Julian Robertson At CNBC's 'Delivering Alpha' Says Netflix Valuation A Little Out of Reach, But Tempting; Says He Trades Facebook | Netflix CFO Wells Currently Speaking At Goldman's Communacopia Conference: Mgmt. Is Not Seeing Less Demand Given Higher Price Point | Netflix CFO David Wells Currently Speaking At Goldman's Communacopia Conference: Says Co. Is 'Very Close' To Being Free Cash Flow Positive | Netflix Shares At Session Highs, Now Up 1.3% As Co. CFO Wells Currently Speaking At Goldman's Communacopia Conference | Netflix CFO David Wells Currently Speaking At Goldman's Communacopia Conference: Says 'We're Seeing The Momentum Of Shift To Internet Entertainment Pick Up Steam' | 5 Biggest Price Target Changes For Tuesday | Goldman Sachs Communacopia Conference Begins Today, Presenters Include: Netflix, Level 3, Altice USA, Charter Communications, Frontier Communications, MDC Partners, News Corp, Lamar Advertising, AT&T, and Comcast"
2017-09-13,NFLX,3,"[""Needham: CBS Is Building The Next Netflix"", ""Digesting Delivering Alpha 2017: The Top Picks You Need To Know"", ""Watch These 5 Huge Call Purchases In Wednesday Trade""]",[],Needham: CBS Is Building The Next Netflix | Digesting Delivering Alpha 2017: The Top Picks You Need To Know | Watch These 5 Huge Call Purchases In Wednesday Trade
2017-09-14,NFLX,2,"[""Did Apple And Samsung's New Products Just Throw T-Mobile Under The Bus?"", ""Netflix, Orange Have Renewed 2014 Deal For Orange TV Customers In France, Have Expanded Partnership To All Countries Where Orange Is Present""]",[],"Did Apple And Samsung's New Products Just Throw T-Mobile Under The Bus? | Netflix, Orange Have Renewed 2014 Deal For Orange TV Customers In France, Have Expanded Partnership To All Countries Where Orange Is Present"
2017-09-15,NFLX,1,"[""Netflix Will Report Q3 Results Oct. 16 ~4:05pm ET""]",[],Netflix Will Report Q3 Results Oct. 16 ~4:05pm ET
2017-09-18,NFLX,4,"[""Colbert-Hosted Emmys Deliver Expected Winners, A Few Surprises And Lots Of POTUS Jabs"", ""More Subscriber Upside Likely For Netflix In Q3"", ""58% Of Americans Binge Watch TV; Here's Why They Do It"", ""Poll Shows Netflix Remains The King Of Content""]",[],"Colbert-Hosted Emmys Deliver Expected Winners, A Few Surprises And Lots Of POTUS Jabs | More Subscriber Upside Likely For Netflix In Q3 | 58% Of Americans Binge Watch TV; Here's Why They Do It | Poll Shows Netflix Remains The King Of Content"
2017-09-19,NFLX,1,"[""Like A Lurking Hitman, 'Goodfellas' Is The Enduring Classic Nobody Saw Coming""]",[],"Like A Lurking Hitman, 'Goodfellas' Is The Enduring Classic Nobody Saw Coming"
2017-09-20,NFLX,0,[],[],
2017-09-21,NFLX,3,"[""Pro: Netflix's Infamy As IPTV Sector Killer Could Continue"", ""Benzinga's Top Upgrades, Downgrades For September 21, 2017"", ""Buckingham Initiates Coverage On Netflix with Buy Rating, Announces $214.00 Price Target""]",[],"Pro: Netflix's Infamy As IPTV Sector Killer Could Continue | Benzinga's Top Upgrades, Downgrades For September 21, 2017 | Buckingham Initiates Coverage On Netflix with Buy Rating, Announces $214.00 Price Target"
2017-09-22,NFLX,0,[],[],
